TF	Status	Gene
ENSG00000276072	Repression	ENSG00000087088
ENSG00000276072	Activation	ENSG00000136997
ENSG00000097007	Activation	ENSG00000087088
ENSG00000097007	Repression	ENSG00000171791
ENSG00000097007	Repression	ENSG00000113916
ENSG00000097007	Activation	ENSG00000118971
ENSG00000097007	Activation	ENSG00000124762
ENSG00000097007	Activation	ENSG00000184371
ENSG00000097007	Activation	ENSG00000118689
ENSG00000097007	Activation	ENSG00000177606
ENSG00000097007	Repression	ENSG00000177606
ENSG00000097007	Activation	ENSG00000137193
ENSG00000097007	Activation	ENSG00000141510
ENSG00000104964	Activation	ENSG00000138795
ENSG00000104964	Activation	ENSG00000115963
ENSG00000106546	Activation	ENSG00000063438
ENSG00000106546	Repression	ENSG00000107159
ENSG00000106546	Activation	ENSG00000138764
ENSG00000106546	Activation	ENSG00000140465
ENSG00000106546	Repression	ENSG00000140465
ENSG00000106546	Activation	ENSG00000138061
ENSG00000106546	Activation	ENSG00000136244
ENSG00000106546	Activation	ENSG00000132646
ENSG00000106546	Activation	ENSG00000133119
ENSG00000106546	Activation	ENSG00000241635
ENSG00000110711	Activation	ENSG00000106546
ENSG00000110711	Repression	ENSG00000196208
ENSG00000110711	Repression	ENSG00000077150
ENSG00000110711	Repression	ENSG00000048649
ENSG00000110711	Repression	ENSG00000160182
ENSG00000148677	Repression	ENSG00000175206
ENSG00000166313	Repression	ENSG00000163655
ENSG00000134982	Repression	ENSG00000142208
ENSG00000134982	Repression	ENSG00000135409
ENSG00000134982	Repression	ENSG00000130816
ENSG00000134982	Repression	ENSG00000136997
ENSG00000134982	Activation	ENSG00000007171
ENSG00000134982	Repression	ENSG00000115758
ENSG00000134982	Repression	ENSG00000073756
ENSG00000134982	Repression	ENSG00000118515
ENSG00000100823	Activation	ENSG00000108691
ENSG00000100823	Activation	ENSG00000177455
ENSG00000100823	Repression	ENSG00000179142
ENSG00000100823	Activation	ENSG00000109320
ENSG00000100823	Repression	ENSG00000152266
ENSG00000100823	Activation	ENSG00000173039
ENSG00000100823	Activation	ENSG00000105641
ENSG00000169083	Activation	ENSG00000143632
ENSG00000169083	Repression	ENSG00000196139
ENSG00000169083	Activation	ENSG00000142208
ENSG00000169083	Repression	ENSG00000142208
ENSG00000169083	Activation	ENSG00000118520
ENSG00000169083	Activation	ENSG00000081181
ENSG00000169083	Repression	ENSG00000133639
ENSG00000169083	Repression	ENSG00000159388
ENSG00000169083	Activation	ENSG00000156345
ENSG00000169083	Activation	ENSG00000094804
ENSG00000169083	Repression	ENSG00000039068
ENSG00000169083	Activation	ENSG00000170558
ENSG00000169083	Activation	ENSG00000156345
ENSG00000169083	Activation	ENSG00000124762
ENSG00000169083	Repression	ENSG00000124762
ENSG00000169083	Repression	ENSG00000179335
ENSG00000169083	Repression	ENSG00000147571
ENSG00000169083	Activation	ENSG00000168036
ENSG00000169083	Repression	ENSG00000172817
ENSG00000169083	Activation	ENSG00000146648
ENSG00000169083	Activation	ENSG00000100393
ENSG00000169083	Activation	ENSG00000141736
ENSG00000169083	Activation	ENSG00000065361
ENSG00000169083	Activation	ENSG00000006468
ENSG00000169083	Activation	ENSG00000100292
ENSG00000169083	Activation	ENSG00000140443
ENSG00000169083	Activation	ENSG00000177606
ENSG00000169083	Activation	ENSG00000170498
ENSG00000169083	Activation	ENSG00000116014
ENSG00000169083	Activation	ENSG00000142515
ENSG00000169083	Repression	ENSG00000142515
ENSG00000169083	Repression	ENSG00000185499
ENSG00000169083	Activation	ENSG00000171428
ENSG00000169083	Repression	ENSG00000109320
ENSG00000169083	Activation	ENSG00000167034
ENSG00000169083	Repression	ENSG00000213281
ENSG00000169083	Activation	ENSG00000173599
ENSG00000169083	Activation	ENSG00000284792
ENSG00000169083	Repression	ENSG00000073756
ENSG00000169083	Repression	ENSG00000173039
ENSG00000169083	Repression	ENSG00000084093
ENSG00000169083	Repression	ENSG00000122545
ENSG00000169083	Repression	ENSG00000206075
ENSG00000169083	Activation	ENSG00000163235
ENSG00000169083	Activation	ENSG00000180176
ENSG00000169083	Activation	ENSG00000277401
ENSG00000169083	Activation	ENSG00000184012
ENSG00000169083	Repression	ENSG00000165699
ENSG00000169083	Repression	ENSG00000103197
ENSG00000169083	Repression	ENSG00000163794
ENSG00000169083	Activation	ENSG00000112715
ENSG00000169083	Repression	ENSG00000026025
ENSG00000169083	Repression	ENSG00000166483
ENSG00000169083	Activation	ENSG00000188064
ENSG00000169083	Repression	ENSG00000101966
ENSG00000116017	Activation	ENSG00000140464
ENSG00000143437	Activation	ENSG00000107159
ENSG00000143437	Repression	ENSG00000105173
ENSG00000143437	Repression	ENSG00000123374
ENSG00000143437	Activation	ENSG00000140465
ENSG00000143437	Activation	ENSG00000138061
ENSG00000143437	Activation	ENSG00000130427
ENSG00000143437	Repression	ENSG00000170345
ENSG00000143437	Activation	ENSG00000100644
ENSG00000143437	Repression	ENSG00000177606
ENSG00000133794	Activation	ENSG00000134107
ENSG00000133794	Activation	ENSG00000008405
ENSG00000133794	Activation	ENSG00000121671
ENSG00000133794	Activation	ENSG00000179094
ENSG00000133794	Activation	ENSG00000132326
ENSG00000133794	Activation	ENSG00000049246
ENSG00000029153	Activation	ENSG00000106366
ENSG00000139352	Repression	ENSG00000107984
ENSG00000139352	Repression	ENSG00000167244
ENSG00000139352	Repression	ENSG00000140479
ENSG00000139352	Repression	ENSG00000129167
ENSG00000123268	Repression	ENSG00000133101
ENSG00000123268	Activation	ENSG00000001626
ENSG00000123268	Activation	ENSG00000167996
ENSG00000123268	Repression	ENSG00000167996
ENSG00000123268	Activation	ENSG00000136634
ENSG00000123268	Activation	ENSG00000140941
ENSG00000123268	Activation	ENSG00000187098
ENSG00000123268	Activation	ENSG00000175426
ENSG00000123268	Activation	ENSG00000144136
ENSG00000123268	Activation	ENSG00000092969
ENSG00000115966	Activation	ENSG00000110245
ENSG00000115966	Activation	ENSG00000162772
ENSG00000115966	Activation	ENSG00000110092
ENSG00000115966	Repression	ENSG00000172977
ENSG00000115966	Activation	ENSG00000171855
ENSG00000115966	Activation	ENSG00000111537
ENSG00000115966	Activation	ENSG00000254647
ENSG00000115966	Activation	ENSG00000177606
ENSG00000115966	Activation	ENSG00000087245
ENSG00000115966	Repression	ENSG00000164867
ENSG00000115966	Activation	ENSG00000124253
ENSG00000115966	Activation	ENSG00000104368
ENSG00000115966	Activation	ENSG00000070501
ENSG00000115966	Activation	ENSG00000173039
ENSG00000115966	Activation	ENSG00000104918
ENSG00000115966	Activation	ENSG00000115525
ENSG00000115966	Repression	ENSG00000092969
ENSG00000115966	Activation	ENSG00000206439
ENSG00000162772	Repression	ENSG00000159346
ENSG00000162772	Repression	ENSG00000285070
ENSG00000162772	Activation	ENSG00000070669
ENSG00000162772	Activation	ENSG00000175197
ENSG00000162772	Activation	ENSG00000130513
ENSG00000162772	Repression	ENSG00000125968
ENSG00000162772	Activation	ENSG00000111537
ENSG00000162772	Repression	ENSG00000130164
ENSG00000162772	Repression	ENSG00000087245
ENSG00000162772	Repression	ENSG00000007908
ENSG00000128272	Activation	ENSG00000130203
ENSG00000128272	Activation	ENSG00000070669
ENSG00000128272	Activation	ENSG00000162772
ENSG00000128272	Activation	ENSG00000057663
ENSG00000128272	Activation	ENSG00000172216
ENSG00000128272	Activation	ENSG00000128965
ENSG00000128272	Activation	ENSG00000175197
ENSG00000128272	Activation	ENSG00000168209
ENSG00000128272	Activation	ENSG00000162733
ENSG00000128272	Activation	ENSG00000162344
ENSG00000128272	Activation	ENSG00000105550
ENSG00000128272	Activation	ENSG00000135116
ENSG00000128272	Repression	ENSG00000044574
ENSG00000128272	Activation	ENSG00000146678
ENSG00000128272	Repression	ENSG00000185507
ENSG00000128272	Activation	ENSG00000140941
ENSG00000128272	Activation	ENSG00000080986
ENSG00000128272	Activation	ENSG00000176046
ENSG00000128272	Activation	ENSG00000122861
ENSG00000128272	Activation	ENSG00000147955
ENSG00000128272	Activation	ENSG00000096717
ENSG00000128272	Repression	ENSG00000096717
ENSG00000128272	Repression	ENSG00000283100
ENSG00000128272	Activation	ENSG00000101255
ENSG00000128272	Activation	ENSG00000112715
ENSG00000169136	Activation	ENSG00000171791
ENSG00000169136	Activation	ENSG00000112576
ENSG00000169136	Activation	ENSG00000118260
ENSG00000169136	Activation	ENSG00000197408
ENSG00000169136	Repression	ENSG00000125968
ENSG00000118217	Activation	ENSG00000102580
ENSG00000118217	Repression	ENSG00000182759
ENSG00000118217	Activation	ENSG00000131910
ENSG00000118217	Activation	ENSG00000104805
ENSG00000118217	Repression	ENSG00000139515
ENSG00000118217	Activation	ENSG00000133318
ENSG00000118217	Activation	ENSG00000164211
ENSG00000118217	Activation	ENSG00000239779
ENSG00000170653	Activation	ENSG00000120656
ENSG00000149311	Activation	ENSG00000087088
ENSG00000149311	Repression	ENSG00000171791
ENSG00000149311	Activation	ENSG00000003402
ENSG00000149311	Repression	ENSG00000003402
ENSG00000149311	Activation	ENSG00000120129
ENSG00000149311	Activation	ENSG00000026103
ENSG00000149311	Activation	ENSG00000111206
ENSG00000149311	Activation	ENSG00000116717
ENSG00000149311	Activation	ENSG00000213809
ENSG00000149311	Activation	ENSG00000143384
ENSG00000149311	Repression	ENSG00000141682
ENSG00000149311	Activation	ENSG00000073008
ENSG00000149311	Repression	ENSG00000073008
ENSG00000149311	Repression	ENSG00000117394
ENSG00000149311	Repression	ENSG00000185591
ENSG00000149311	Repression	ENSG00000147601
ENSG00000149311	Repression	ENSG00000120889
ENSG00000149311	Repression	ENSG00000112715
ENSG00000172238	Activation	ENSG00000144485
ENSG00000172238	Activation	ENSG00000198788
ENSG00000085224	Repression	ENSG00000206172
ENSG00000085224	Repression	ENSG00000188536
ENSG00000156273	Activation	ENSG00000100292
ENSG00000156273	Repression	ENSG00000100292
ENSG00000156273	Activation	ENSG00000196611
ENSG00000112182	Repression	ENSG00000100219
ENSG00000138376	Activation	ENSG00000091831
ENSG00000119866	Activation	ENSG00000102145
ENSG00000069399	Repression	ENSG00000102974
ENSG00000069399	Activation	ENSG00000146648
ENSG00000069399	Repression	ENSG00000109320
ENSG00000113916	Repression	ENSG00000171552
ENSG00000113916	Repression	ENSG00000113916
ENSG00000113916	Repression	ENSG00000118971
ENSG00000113916	Repression	ENSG00000121594
ENSG00000113916	Repression	ENSG00000124762
ENSG00000113916	Repression	ENSG00000147883
ENSG00000113916	Repression	ENSG00000149554
ENSG00000113916	Repression	ENSG00000104921
ENSG00000113916	Repression	ENSG00000061273
ENSG00000113916	Repression	ENSG00000137265
ENSG00000113916	Repression	ENSG00000189067
ENSG00000113916	Activation	ENSG00000136997
ENSG00000113916	Repression	ENSG00000109320
ENSG00000113916	Repression	ENSG00000071994
ENSG00000113916	Repression	ENSG00000116030
ENSG00000113916	Repression	ENSG00000100219
ENSG00000123095	Repression	ENSG00000110092
ENSG00000123095	Repression	ENSG00000076242
ENSG00000168283	Repression	ENSG00000164362
ENSG00000012048	Repression	ENSG00000109321
ENSG00000012048	Activation	ENSG00000066279
ENSG00000012048	Activation	ENSG00000149311
ENSG00000012048	Repression	ENSG00000062038
ENSG00000012048	Activation	ENSG00000124762
ENSG00000012048	Activation	ENSG00000111276
ENSG00000012048	Repression	ENSG00000117984
ENSG00000012048	Repression	ENSG00000163739
ENSG00000012048	Activation	ENSG00000137869
ENSG00000012048	Activation	ENSG00000134574
ENSG00000012048	Activation	ENSG00000175197
ENSG00000012048	Repression	ENSG00000169016
ENSG00000012048	Repression	ENSG00000146648
ENSG00000012048	Activation	ENSG00000100393
ENSG00000012048	Activation	ENSG00000091831
ENSG00000012048	Repression	ENSG00000054598
ENSG00000012048	Repression	ENSG00000176692
ENSG00000012048	Activation	ENSG00000134363
ENSG00000012048	Activation	ENSG00000116717
ENSG00000012048	Repression	ENSG00000116717
ENSG00000012048	Repression	ENSG00000149948
ENSG00000012048	Repression	ENSG00000122566
ENSG00000012048	Repression	ENSG00000044574
ENSG00000012048	Activation	ENSG00000197919
ENSG00000012048	Repression	ENSG00000017427
ENSG00000012048	Activation	ENSG00000185507
ENSG00000012048	Activation	ENSG00000285048
ENSG00000012048	Repression	ENSG00000088247
ENSG00000012048	Activation	ENSG00000164109
ENSG00000012048	Activation	ENSG00000135679
ENSG00000012048	Activation	ENSG00000135828
ENSG00000012048	Activation	ENSG00000196754
ENSG00000012048	Activation	ENSG00000096717
ENSG00000012048	Activation	ENSG00000115415
ENSG00000012048	Activation	ENSG00000170581
ENSG00000012048	Repression	ENSG00000160182
ENSG00000012048	Activation	ENSG00000112715
ENSG00000166164	Activation	ENSG00000235307
ENSG00000166164	Activation	ENSG00000169925
ENSG00000166164	Repression	ENSG00000112242
ENSG00000095564	Repression	ENSG00000117505
ENSG00000095564	Repression	ENSG00000112592
ENSG00000145741	Activation	ENSG00000143322
ENSG00000145741	Activation	ENSG00000149311
ENSG00000145741	Activation	ENSG00000133216
ENSG00000145741	Activation	ENSG00000172987
ENSG00000145741	Repression	ENSG00000099866
ENSG00000145741	Repression	ENSG00000072952
ENSG00000145741	Repression	ENSG00000109320
ENSG00000145741	Repression	ENSG00000133818
ENSG00000145741	Repression	ENSG00000123096
ENSG00000159388	Repression	ENSG00000110092
ENSG00000159388	Repression	ENSG00000174775
ENSG00000159388	Repression	ENSG00000142515
ENSG00000159388	Activation	ENSG00000176170
ENSG00000129993	Repression	ENSG00000198740
ENSG00000100307	Repression	ENSG00000105173
ENSG00000100307	Activation	ENSG00000039068
ENSG00000141570	Repression	ENSG00000124762
ENSG00000164649	Repression	ENSG00000069535
ENSG00000113722	Activation	ENSG00000132646
ENSG00000113722	Activation	ENSG00000132170
ENSG00000113722	Activation	ENSG00000073756
ENSG00000165556	Activation	ENSG00000120437
ENSG00000165556	Activation	ENSG00000134982
ENSG00000165556	Activation	ENSG00000168646
ENSG00000165556	Activation	ENSG00000079112
ENSG00000165556	Activation	ENSG00000124762
ENSG00000165556	Activation	ENSG00000001626
ENSG00000165556	Activation	ENSG00000102890
ENSG00000165556	Activation	ENSG00000176920
ENSG00000165556	Activation	ENSG00000089472
ENSG00000165556	Repression	ENSG00000146674
ENSG00000165556	Activation	ENSG00000136826
ENSG00000165556	Activation	ENSG00000115850
ENSG00000165556	Activation	ENSG00000112818
ENSG00000165556	Activation	ENSG00000198788
ENSG00000165556	Repression	ENSG00000073756
ENSG00000165556	Activation	ENSG00000088386
ENSG00000165556	Activation	ENSG00000160180
ENSG00000165556	Activation	ENSG00000242515
ENSG00000165556	Activation	ENSG00000242366
ENSG00000245848	Repression	ENSG00000171791
ENSG00000245848	Activation	ENSG00000108691
ENSG00000245848	Activation	ENSG00000119535
ENSG00000245848	Activation	ENSG00000197561
ENSG00000245848	Activation	ENSG00000101981
ENSG00000245848	Activation	ENSG00000105697
ENSG00000245848	Activation	ENSG00000198189
ENSG00000245848	Activation	ENSG00000170606
ENSG00000245848	Activation	ENSG00000017427
ENSG00000245848	Activation	ENSG00000171105
ENSG00000245848	Activation	ENSG00000140678
ENSG00000245848	Activation	ENSG00000174697
ENSG00000245848	Repression	ENSG00000136997
ENSG00000245848	Activation	ENSG00000163220
ENSG00000245848	Activation	ENSG00000117601
ENSG00000245848	Activation	ENSG00000133661
ENSG00000245848	Activation	ENSG00000184557
ENSG00000245848	Activation	ENSG00000118785
ENSG00000245848	Activation	ENSG00000147465
ENSG00000172216	Activation	ENSG00000085563
ENSG00000172216	Activation	ENSG00000148926
ENSG00000172216	Activation	ENSG00000124762
ENSG00000172216	Activation	ENSG00000132693
ENSG00000172216	Activation	ENSG00000119535
ENSG00000172216	Activation	ENSG00000159176
ENSG00000172216	Activation	ENSG00000169429
ENSG00000172216	Repression	ENSG00000137869
ENSG00000172216	Activation	ENSG00000140564
ENSG00000172216	Activation	ENSG00000130513
ENSG00000172216	Repression	ENSG00000127554
ENSG00000172216	Activation	ENSG00000125538
ENSG00000172216	Activation	ENSG00000113520
ENSG00000172216	Activation	ENSG00000136244
ENSG00000172216	Activation	ENSG00000171105
ENSG00000172216	Activation	ENSG00000137265
ENSG00000172216	Activation	ENSG00000180914
ENSG00000172216	Activation	ENSG00000285241
ENSG00000172216	Activation	ENSG00000057657
ENSG00000172216	Activation	ENSG00000206549
ENSG00000172216	Activation	ENSG00000073756
ENSG00000172216	Repression	ENSG00000073756
ENSG00000172216	Activation	ENSG00000163220
ENSG00000172216	Activation	ENSG00000134339
ENSG00000172216	Activation	ENSG00000133661
ENSG00000172216	Activation	ENSG00000173638
ENSG00000172216	Activation	ENSG00000256870
ENSG00000172216	Activation	ENSG00000147465
ENSG00000172216	Activation	ENSG00000123610
ENSG00000172216	Activation	ENSG00000100219
ENSG00000221869	Activation	ENSG00000115009
ENSG00000221869	Activation	ENSG00000163739
ENSG00000221869	Repression	ENSG00000137869
ENSG00000221869	Activation	ENSG00000175197
ENSG00000221869	Repression	ENSG00000175197
ENSG00000221869	Activation	ENSG00000110944
ENSG00000221869	Activation	ENSG00000206454
ENSG00000221869	Activation	ENSG00000132170
ENSG00000221869	Activation	ENSG00000142168
ENSG00000221869	Activation	ENSG00000123610
ENSG00000092067	Repression	ENSG00000102145
ENSG00000092067	Repression	ENSG00000136997
ENSG00000092067	Repression	ENSG00000186652
ENSG00000092067	Repression	ENSG00000066336
ENSG00000153879	Activation	ENSG00000133661
ENSG00000115816	Activation	ENSG00000134982
ENSG00000115816	Repression	ENSG00000060718
ENSG00000115816	Repression	ENSG00000076242
ENSG00000111642	Repression	ENSG00000105369
ENSG00000100888	Activation	ENSG00000175305
ENSG00000179583	Repression	ENSG00000108821
ENSG00000179583	Repression	ENSG00000164692
ENSG00000179583	Activation	ENSG00000206505
ENSG00000179583	Activation	ENSG00000206450
ENSG00000179583	Activation	ENSG00000206452
ENSG00000179583	Activation	ENSG00000243215
ENSG00000179583	Activation	ENSG00000241296
ENSG00000179583	Activation	ENSG00000232957
ENSG00000179583	Activation	ENSG00000239457
ENSG00000179583	Activation	ENSG00000277263
ENSG00000179583	Activation	ENSG00000113520
ENSG00000179583	Repression	ENSG00000113520
ENSG00000179583	Repression	ENSG00000100985
ENSG00000179583	Activation	ENSG00000087191
ENSG00000179583	Repression	ENSG00000196154
ENSG00000179583	Repression	ENSG00000096717
ENSG00000164442	Repression	ENSG00000196611
ENSG00000164442	Repression	ENSG00000137745
ENSG00000134852	Activation	ENSG00000134107
ENSG00000134852	Activation	ENSG00000123095
ENSG00000134852	Activation	ENSG00000008405
ENSG00000134852	Activation	ENSG00000121671
ENSG00000134852	Activation	ENSG00000173077
ENSG00000134852	Activation	ENSG00000105835
ENSG00000134852	Activation	ENSG00000131910
ENSG00000134852	Repression	ENSG00000113580
ENSG00000134852	Activation	ENSG00000179094
ENSG00000134852	Activation	ENSG00000132326
ENSG00000134852	Activation	ENSG00000049246
ENSG00000134852	Activation	ENSG00000147465
ENSG00000121022	Repression	ENSG00000111276
ENSG00000121022	Activation	ENSG00000112715
ENSG00000143320	Activation	ENSG00000131759
ENSG00000118260	Activation	ENSG00000275176
ENSG00000118260	Activation	ENSG00000171791
ENSG00000118260	Activation	ENSG00000176697
ENSG00000118260	Activation	ENSG00000064012
ENSG00000118260	Activation	ENSG00000137869
ENSG00000118260	Activation	ENSG00000117036
ENSG00000118260	Activation	ENSG00000126010
ENSG00000118260	Repression	ENSG00000100292
ENSG00000118260	Activation	ENSG00000111537
ENSG00000118260	Repression	ENSG00000111537
ENSG00000118260	Activation	ENSG00000136634
ENSG00000118260	Activation	ENSG00000136244
ENSG00000118260	Repression	ENSG00000177606
ENSG00000118260	Activation	ENSG00000104903
ENSG00000118260	Activation	ENSG00000185231
ENSG00000118260	Activation	ENSG00000187098
ENSG00000118260	Activation	ENSG00000145113
ENSG00000118260	Activation	ENSG00000283158
ENSG00000118260	Activation	ENSG00000080986
ENSG00000118260	Activation	ENSG00000166197
ENSG00000118260	Repression	ENSG00000175745
ENSG00000118260	Repression	ENSG00000160113
ENSG00000118260	Activation	ENSG00000116833
ENSG00000118260	Activation	ENSG00000175426
ENSG00000118260	Repression	ENSG00000104368
ENSG00000118260	Activation	ENSG00000113575
ENSG00000118260	Activation	ENSG00000156475
ENSG00000118260	Activation	ENSG00000080815
ENSG00000118260	Activation	ENSG00000073756
ENSG00000118260	Activation	ENSG00000144136
ENSG00000118260	Activation	ENSG00000137834
ENSG00000118260	Repression	ENSG00000124216
ENSG00000118260	Repression	ENSG00000019549
ENSG00000118260	Activation	ENSG00000126756
ENSG00000107175	Activation	ENSG00000121966
ENSG00000157613	Repression	ENSG00000115902
ENSG00000146592	Activation	ENSG00000113732
ENSG00000146592	Activation	ENSG00000242335
ENSG00000146592	Activation	ENSG00000058866
ENSG00000146592	Repression	ENSG00000058866
ENSG00000146592	Repression	ENSG00000108679
ENSG00000146592	Repression	ENSG00000154589
ENSG00000146592	Activation	ENSG00000114738
ENSG00000146592	Activation	ENSG00000157601
ENSG00000146592	Repression	ENSG00000152689
ENSG00000146592	Repression	ENSG00000137710
ENSG00000146592	Repression	ENSG00000115415
ENSG00000146592	Activation	ENSG00000069702
ENSG00000146592	Repression	ENSG00000164761
ENSG00000005339	Activation	ENSG00000161905
ENSG00000005339	Activation	ENSG00000124762
ENSG00000005339	Activation	ENSG00000118260
ENSG00000005339	Activation	ENSG00000172273
ENSG00000005339	Activation	ENSG00000253293
ENSG00000005339	Activation	ENSG00000078399
ENSG00000005339	Activation	ENSG00000113520
ENSG00000005339	Activation	ENSG00000173404
ENSG00000005339	Activation	ENSG00000125347
ENSG00000005339	Activation	ENSG00000087191
ENSG00000143162	Repression	ENSG00000170606
ENSG00000095794	Activation	ENSG00000159640
ENSG00000095794	Repression	ENSG00000277943
ENSG00000095794	Repression	ENSG00000145386
ENSG00000095794	Repression	ENSG00000198821
ENSG00000095794	Repression	ENSG00000118260
ENSG00000095794	Repression	ENSG00000120129
ENSG00000095794	Repression	ENSG00000120875
ENSG00000095794	Repression	ENSG00000117560
ENSG00000095794	Repression	ENSG00000170345
ENSG00000095794	Repression	ENSG00000160211
ENSG00000095794	Repression	ENSG00000109471
ENSG00000095794	Activation	ENSG00000185231
ENSG00000095794	Repression	ENSG00000185231
ENSG00000095794	Activation	ENSG00000105641
ENSG00000095794	Repression	ENSG00000105641
ENSG00000105662	Activation	ENSG00000109819
ENSG00000105392	Activation	ENSG00000167995
ENSG00000105392	Activation	ENSG00000278570
ENSG00000105392	Activation	ENSG00000265203
ENSG00000105392	Repression	ENSG00000265203
ENSG00000105392	Repression	ENSG00000163914
ENSG00000105392	Activation	ENSG00000102104
ENSG00000159692	Repression	ENSG00000012048
ENSG00000159692	Repression	ENSG00000139618
ENSG00000159692	Repression	ENSG00000181885
ENSG00000102974	Activation	ENSG00000142192
ENSG00000102974	Repression	ENSG00000142192
ENSG00000102974	Repression	ENSG00000113916
ENSG00000102974	Activation	ENSG00000136997
ENSG00000102974	Repression	ENSG00000136997
ENSG00000102974	Activation	ENSG00000007372
ENSG00000102974	Repression	ENSG00000007372
ENSG00000102974	Activation	ENSG00000118849
ENSG00000102974	Repression	ENSG00000164362
ENSG00000124092	Activation	ENSG00000107262
ENSG00000168036	Activation	ENSG00000110092
ENSG00000168036	Repression	ENSG00000110092
ENSG00000168036	Activation	ENSG00000165376
ENSG00000168036	Activation	ENSG00000177606
ENSG00000168036	Activation	ENSG00000157227
ENSG00000168036	Activation	ENSG00000137673
ENSG00000168036	Activation	ENSG00000136997
ENSG00000168036	Activation	ENSG00000075651
ENSG00000168036	Repression	ENSG00000139687
ENSG00000168036	Activation	ENSG00000084090
ENSG00000168036	Activation	ENSG00000026025
ENSG00000257923	Activation	ENSG00000165168
ENSG00000257923	Activation	ENSG00000114251
ENSG00000276644	Repression	ENSG00000170345
ENSG00000276644	Repression	ENSG00000120659
ENSG00000206206	Repression	ENSG00000160224
ENSG00000105516	Activation	ENSG00000136872
ENSG00000105516	Activation	ENSG00000160868
ENSG00000105516	Activation	ENSG00000167910
ENSG00000134574	Repression	ENSG00000171791
ENSG00000134574	Repression	ENSG00000112096
ENSG00000175197	Repression	ENSG00000148677
ENSG00000175197	Repression	ENSG00000070669
ENSG00000175197	Repression	ENSG00000115966
ENSG00000175197	Repression	ENSG00000169136
ENSG00000175197	Activation	ENSG00000057663
ENSG00000175197	Repression	ENSG00000245848
ENSG00000175197	Activation	ENSG00000136244
ENSG00000175197	Activation	ENSG00000140941
ENSG00000175197	Repression	ENSG00000164867
ENSG00000175197	Activation	ENSG00000133318
ENSG00000175197	Repression	ENSG00000096717
ENSG00000175197	Repression	ENSG00000283100
ENSG00000175197	Activation	ENSG00000120889
ENSG00000175197	Repression	ENSG00000120889
ENSG00000175197	Activation	ENSG00000101255
ENSG00000282712	Repression	ENSG00000178394
ENSG00000124795	Activation	ENSG00000171791
ENSG00000124795	Repression	ENSG00000126432
ENSG00000174485	Repression	ENSG00000141736
ENSG00000064195	Activation	ENSG00000135346
ENSG00000108813	Repression	ENSG00000012048
ENSG00000105880	Activation	ENSG00000029559
ENSG00000105880	Activation	ENSG00000185950
ENSG00000105880	Activation	ENSG00000136997
ENSG00000130816	Repression	ENSG00000089685
ENSG00000130816	Repression	ENSG00000125845
ENSG00000130816	Repression	ENSG00000064012
ENSG00000130816	Repression	ENSG00000039068
ENSG00000130816	Repression	ENSG00000147889
ENSG00000130816	Repression	ENSG00000121966
ENSG00000130816	Repression	ENSG00000128683
ENSG00000130816	Repression	ENSG00000164399
ENSG00000130816	Repression	ENSG00000008517
ENSG00000130816	Repression	ENSG00000134046
ENSG00000130816	Activation	ENSG00000095002
ENSG00000130816	Repression	ENSG00000139687
ENSG00000130816	Repression	ENSG00000189056
ENSG00000130816	Activation	ENSG00000164362
ENSG00000130816	Repression	ENSG00000100234
ENSG00000130816	Repression	ENSG00000120889
ENSG00000130816	Activation	ENSG00000112715
ENSG00000119772	Repression	ENSG00000113361
ENSG00000119772	Repression	ENSG00000146674
ENSG00000142182	Repression	ENSG00000139372
ENSG00000117505	Activation	ENSG00000144852
ENSG00000117505	Activation	ENSG00000073756
ENSG00000117505	Repression	ENSG00000112592
ENSG00000260596	Activation	ENSG00000164683
ENSG00000101412	Activation	ENSG00000085563
ENSG00000101412	Activation	ENSG00000120868
ENSG00000101412	Activation	ENSG00000169083
ENSG00000101412	Activation	ENSG00000105011
ENSG00000101412	Activation	ENSG00000057663
ENSG00000101412	Activation	ENSG00000149311
ENSG00000101412	Activation	ENSG00000087586
ENSG00000101412	Activation	ENSG00000105327
ENSG00000101412	Activation	ENSG00000171791
ENSG00000101412	Activation	ENSG00000089685
ENSG00000101412	Repression	ENSG00000089685
ENSG00000101412	Repression	ENSG00000012048
ENSG00000101412	Activation	ENSG00000165806
ENSG00000101412	Activation	ENSG00000110092
ENSG00000101412	Activation	ENSG00000105173
ENSG00000101412	Activation	ENSG00000198087
ENSG00000101412	Activation	ENSG00000144354
ENSG00000101412	Activation	ENSG00000170312
ENSG00000101412	Activation	ENSG00000124762
ENSG00000101412	Activation	ENSG00000147889
ENSG00000101412	Activation	ENSG00000183765
ENSG00000101412	Activation	ENSG00000178585
ENSG00000101412	Activation	ENSG00000035664
ENSG00000101412	Activation	ENSG00000006634
ENSG00000101412	Activation	ENSG00000228716
ENSG00000101412	Repression	ENSG00000162595
ENSG00000101412	Repression	ENSG00000130816
ENSG00000101412	Activation	ENSG00000136048
ENSG00000101412	Activation	ENSG00000113360
ENSG00000101412	Activation	ENSG00000120129
ENSG00000101412	Activation	ENSG00000169016
ENSG00000101412	Activation	ENSG00000012061
ENSG00000101412	Activation	ENSG00000134899
ENSG00000101412	Activation	ENSG00000175832
ENSG00000101412	Activation	ENSG00000187741
ENSG00000101412	Activation	ENSG00000077782
ENSG00000101412	Repression	ENSG00000189283
